data,hora,ip,latencia_media
2025-12-14,09:02,138.97.220.57,DNS,TIMEOUT
2025-12-14,09:02,138.97.220.60,DNS,TIMEOUT
2025-12-14,09:02,138.97.220.65,DNS,TIMEOUT
2025-12-14,09:02,138.97.220.66,DNS,TIMEOUT
2025-12-14,09:02,138.97.220.69,DNS,TIMEOUT
2025-12-14,09:02,138.97.220.70,DNS,TIMEOUT
2025-12-14,09:02,8.8.8.8,DNS,TIMEOUT
2025-12-14,09:02,8.8.4.4,DNS,TIMEOUT
2025-12-14,09:02,1.1.1.1,DNS,TIMEOUT
2025-12-14,09:02,1.0.0.1,DNS,TIMEOUT
2025-12-14,09:02,9.9.9.9,DNS,TIMEOUT
2025-12-14,09:02,149.112.112.112,DNS,TIMEOUT
2025-12-14,09:02,138.97.220.60,5.606
2025-12-14,09:02,138.97.220.65,4.610
2025-12-14,09:02,138.97.220.66,5.158
2025-12-14,09:02,138.97.220.69,4.495
2025-12-14,09:02,138.97.220.70,4.316
2025-12-14,09:02,8.8.8.8,7.401
2025-12-14,09:02,1.1.1.1,6.570
2025-12-14,09:04,138.97.220.58,4.769
2025-12-14,09:04,138.97.220.62,4.132
2025-12-14,09:04,138.97.220.57,4.074
2025-12-14,09:04,138.97.220.60,4.912
2025-12-14,09:04,138.97.220.65,4.207
2025-12-14,09:04,138.97.220.66,6.958
2025-12-14,09:04,138.97.220.69,9.159
2025-12-14,09:04,138.97.220.70,4.363
2025-12-14,09:04,8.8.8.8,7.448
2025-12-14,09:04,1.1.1.1,7.796
2025-12-14,09:05,138.97.220.58,5.412
2025-12-14,09:05,138.97.220.62,7.525
2025-12-14,09:05,138.97.220.57,4.696
2025-12-14,09:05,138.97.220.60,6.791
2025-12-14,09:05,138.97.220.65,4.597
2025-12-14,09:05,138.97.220.66,4.988
2025-12-14,09:05,138.97.220.69,4.638
2025-12-14,09:05,138.97.220.70,4.443
2025-12-14,09:05,8.8.8.8,8.571
2025-12-14,09:05,1.1.1.1,10.324
2025-12-14,09:06,138.97.220.58,DNS,
2025-12-14,09:06,138.97.220.62,DNS,
2025-12-14,09:06,138.97.220.57,DNS,
2025-12-14,09:06,138.97.220.60,DNS,
2025-12-14,09:06,138.97.220.65,DNS,
2025-12-14,09:06,138.97.220.66,DNS,
2025-12-14,09:06,138.97.220.69,DNS,
2025-12-14,09:06,138.97.220.70,DNS,
2025-12-14,09:06,8.8.8.8,DNS,
2025-12-14,09:06,8.8.4.4,DNS,
2025-12-14,09:06,1.1.1.1,DNS,
2025-12-14,09:06,1.0.0.1,DNS,
2025-12-14,09:06,9.9.9.9,DNS,
2025-12-14,09:06,149.112.112.112,DNS,
2025-12-14,09:07,138.97.220.58,5.017
2025-12-14,09:07,138.97.220.62,3.496
2025-12-14,09:07,138.97.220.57,3.853
2025-12-14,09:07,138.97.220.60,5.553
2025-12-14,09:07,138.97.220.65,4.148
2025-12-14,09:07,138.97.220.66,5.485
2025-12-14,09:07,138.97.220.69,9.494
2025-12-14,09:07,138.97.220.70,11.259
2025-12-14,09:07,8.8.8.8,7.664
2025-12-14 09:08,138.97.220.58,12.33
2025-12-14 09:08,138.97.220.62,9.00
2025-12-14 09:08,138.97.220.57,9.00
2025-12-14 09:08,138.97.220.60,8.66
2025-12-14 09:08,138.97.220.65,9.00
2025-12-14 09:08,138.97.220.66,8.00
2025-12-14 09:08,138.97.220.69,8.66
2025-12-14 09:08,138.97.220.70,7.00
2025-12-14 09:08,8.8.8.8,7.33
2025-12-14 09:08,8.8.4.4,7.00
2025-12-14 09:08,1.1.1.1,7.33
2025-12-14 09:08,1.0.0.1,8.33
2025-12-14 09:08,9.9.9.9,8.66
2025-12-14,09:07,1.1.1.1,7.697
2025-12-14 09:08,149.112.112.112,7.33
2025-12-14 09:09,138.97.220.58,10.33
2025-12-14 09:09,138.97.220.62,9.66
2025-12-14 09:09,138.97.220.57,9.00
2025-12-14 09:09,138.97.220.60,8.33
2025-12-14 09:09,138.97.220.65,8.66
2025-12-14 09:09,138.97.220.66,8.66
2025-12-14 09:09,138.97.220.69,8.33
2025-12-14 09:09,138.97.220.70,7.66
2025-12-14 09:09,8.8.8.8,9.00
2025-12-14 09:09,8.8.4.4,7.00
2025-12-14 09:09,1.1.1.1,8.33
2025-12-14 09:09,1.0.0.1,14.66
2025-12-14 09:09,9.9.9.9,7.33
2025-12-14 09:09,149.112.112.112,7.33
2025-12-14,09:09,138.97.220.58,3.584
2025-12-14,09:09,138.97.220.62,5.385
2025-12-14,09:09,138.97.220.57,4.675
2025-12-14,09:09,138.97.220.60,4.904
2025-12-14,09:09,138.97.220.65,4.895
2025-12-14,09:09,138.97.220.66,4.515
2025-12-14,09:09,138.97.220.69,4.958
2025-12-14,09:09,138.97.220.70,6.205
2025-12-14,09:09,8.8.8.8,7.552
2025-12-14,09:09,1.1.1.1,8.232
2025-12-14,09:10,138.97.220.58,5.052
2025-12-14,09:10,138.97.220.62,4.012
2025-12-14,09:10,138.97.220.57,7.058
2025-12-14,09:10,138.97.220.60,4.412
2025-12-14,09:10,138.97.220.65,4.290
2025-12-14,09:10,138.97.220.66,5.250
2025-12-14,09:10,138.97.220.69,4.771
2025-12-14,09:10,138.97.220.70,4.866
2025-12-14,09:10,8.8.8.8,7.368
2025-12-14,09:10,1.1.1.1,7.125
2025-12-14,09:12,138.97.220.58,8.804
2025-12-14,09:12,138.97.220.62,4.890
2025-12-14,09:12,138.97.220.57,4.529
2025-12-14,09:12,138.97.220.60,4.216
2025-12-14,09:12,138.97.220.65,4.984
2025-12-14,09:12,138.97.220.66,4.315
2025-12-14,09:12,138.97.220.69,4.975
2025-12-14,09:12,138.97.220.70,4.833
2025-12-14,09:12,8.8.8.8,7.882
